y_true;error;sentence
3;animali;Classifica argomento: Non basta che un paio di volte l'anno,sopratutto in occasioni di forti piogge ci siano sversamenti e morie di ogni tipo di pesci(lo scorso anno ci ho visto galleggiare amur che se non erano 20 kg mancava poco),ci si sono messi pure i bracconieri,e purtroppo sono anni che compiono stragi presso che impuniti. Grazie alla sorveglianza dei volontari qualche scorreria è stata interrotta e molte altre volte hanno tolto autonomamente le reti senza neppure aspettare i carabinieri,rischiando anche in proprio. La fauna ittica non gode delle stesse protezioni di quella selvatica,se fossero patrimonio indisponibile dello Stato oltre alle sanzioni (che non pagano)si incorrerebbe nel penale,qualcosa hanno fatto ma è ancora poco,ci vuole la collaborazione e la serietà di tutti gli enti,oltre ai bracconieri bisogna colpire chi produce certificazioni sanitarie false ,consentendo la vendita al pubblico di pesci provenienti da acque fortemente degradate,come lo sono le nostre della bassa. nb:anche oggi sul banco del pesce di un noto iper,faceva bella mostra una bellissima carpa fully scaled di peso stimato intorno ai 4 kg.,certificata proveniente dal delta del PO,pescata con reti da posta,visti i segni che aveva a me sembrava deceduta per elettroshock,poi acque del basso po...fino a che nessuno li ferma,hanno ragione loro.
3;acqua;Classifica argomento: L'uomo e l'acqua sono legati da sempre, cresciamo nell'acqua per 9 mesi ed il nostro corpo ne è formato per circa il 60% Acqua=Vita Belle riflessioni Crissss, se in questo mondo ci fosse concesso più tempo per goderci la vita e fare esperienze, accresceremmo la nostra consapevolezza e sicuramente sarebbe un mondo migliore.
3;animali;Classifica argomento: Che bell'acqua e che bei vitellini! Grande Pres.!
3;power;"Classifica argomento: Per forza Gio, Pro Power 0.18 in bobina e 0.14 di terminale; amo del 16 ad occhiello"
4;piante;Classifica argomento: No no non é un problema di acqua ma è proprio malata perché mio papà a portato a vedere un rametto a un signore che vende prodotti per le piante e gli a detto che è Corineo monocillosi Abbiamo tagliato tutta la branca malata e dentro era completamente marrone Poi grattato via la corteccia morta-secca-marrone e coperto tutto con mastice Bagnata con un prodotto che non ricordo il nome È rimasta solo una branca che sembra non sia stata colpita speriamo in bene non posso perdere questa pianta è una varietà antica buonissima
4;piante;Classifica argomento: Buonasera a tutti avrei bisogno di aiuto, questo albicocco di 3 anni a iniziato ad appassire così le foglie cosa può essere? In inverno facciamo il trattamento con verderame e olio bianco e anche con fungicida Poi alla caduta dei fiori con insetticida contro la mosca Ecco qualche foto
4;alberi;Classifica argomento: Ed ecco oggi è arrivato il portainnesto comprato qui da Kevin Marino messo in vaso ed innestato,poi provato anche su un altro pesco selvatico già grande ho tagliato un ramo e fatto innesto a corona e poi un altro a spacco ecco qualche foto Accetto consigli e critiche ho bisogno di imparare Questo è quello di Kevin Questo un altro a spacco su pesco selvatico E questo un innesto a corona fatto su ramo di un pesco selvatico che però fruttifica e fa delle pesche noci bianche e ho segato un ramo e innestato a corona due rametti di pesco noce che devo salvare Che ne pensate?
4;piante;Classifica argomento: Cioè ho visto solo dei video come fare ma in vita mia mai fatto un innesto a corona Ci sono delle accortezze da seguire? Consigli da suggerire? Ho visto che la marza va divisa in 2 in poche parole cioè tipo una L e poi rifilati i 2 bordi e inserita nel portainnesto Legato il tutto con nastro isolante e poi coperto con mastice, quante gemme è meglio lasciare? Altra domanda, una volta innestata la pianta va coperto con cellophane o sacchetto di carta dove è stato fatto l'innesto? Grazie
1;neve;Classifica argomento: A TUTTI I PARTECIPANTI, IN QUESTI GIORNI A SCHILPARIO E LIMITROFI STA NEVICANDO, I MEZZI SPAZZANEVE PASSANO E LE STRADE SONO PULITE, MA SAREBBE BUONA COSA MUNIRSI DI DOTAZIONI INVERNALI, GOMME DA NEVE, CATENE O SIMILARI... RIPETO IL TUTTO IN VIA PRECAUZIONALE, MI ASSICURERO PERSONALMENTE QUALCHE GIORNO PRIMA DELLE CONDIZIONI STRADALI, MA ESSENDO POSTO SCIISTICO LE STRADE LE PULISCONO AL VOLO... NON FATEVI INTIMORIRE, IO STESSO HO UNA 2WD
0;bevande;Classifica argomento: Mi incuriosivano anche le bottigliette di vetro: usando il traduttore mi pare di aver capito che contengono tè. E infatti ci sono pure le tazze...
4;animali animali;Classifica argomento: Eh si sinceramente non mi sembra stia molto bene, aspetta i pareri dei più esperti comunque. Se posti una foto della gabbia intera riusciamo a dirti se è delle giuste dimensioni o meno, spesso i negozianti ignorano le esigenze degli animali e imbrogliano...
4;animali;Classifica argomento: Bribo non penso che abbia 30 giorni perché sennò avrebbe il becco ancora nero (e poi a 30 giorni i DM sono sempre dipendenti di genitori). Io penso che sia una femmina di mutazione petto bianco e che abbia perso tutte le piume della coda in uno scontro con qualche uccello (passerotti o altri). Per il resto quoto pienamente
1;animali;Classifica argomento: Tieni conto che in questo periodo i serpenti fanno la muta....quindi hanno colori molto più chiari... Ad esempio un biacco o una biscia dal collare, che di norma sono verdone, appena hanno fatto la muta possono essere del colore che hai descritto.... E con questi ti ritrovi sia per dimensioni che per fauna locale
8;bevande;Classifica argomento: terza miscela svizzera champagne eccellente! non vedo l'ora di tornare da two lions per altre miscele
8;bevande;Classifica argomento: avevo voglia di dolce: Skandinavik Vanilla (lo sto assaggiando sia da solo che con il le baron) Mac Baren Aromatic Choice
8;bevande;"Classifica argomento: Dopo il caffè una bella carica di EM latakiosa di gran corpo e particolarmente grassa al punto giusto e’ quello che faccio tutte le sere godendomi almeno 1 ora di assoluta decompressione e relax; sempre che non decida di accendermi mezzo tosco e di accompagnarlo con un goccio di grappa secca ma quella e’ la variante serale (B)."
0;animali;"Classifica argomento: Io ho un cane ed un gatto  Shonny e Ringo (Perchè è bianco e marrone u.u) Shonny è il ""novellino"" della casa, ma anche il più dispettoso  Ecco qui Shonny :"
0;animali;Classifica argomento: Beh io ho sia un cane che un gatto... Ma preferisco molto di più il mio cagnolino u.ù Mi fa sempre compagnia e fa le feste quando ritorno a casa... Il mio gatto invece mi sfrutta ... Fa le fusa solo quando vuole mangiare
1;pneumatici pneumatici;Classifica argomento: Mi date un consiglio per favore ? A libretto come detto porta 225/45/17 91H Sapendo che per legge posso mettere un codice di velocità e di carico uguale o superiore (gomme estive) stavo guardando le tabelle delle Goodyear Efficient grip performance, pneumatico sul quale minsaeei orientato per l’acquisto. Di questa misura, noto che quelle con indice di velocità superiore hanno valori di tabella migliori, ad esempio 91W bordino -> C (consumo) A (su bagnato) 91V bordino -> E (consumo) B (su bagnato) 91W -> C (consumo) A (su bagnato) 94W XL -> B (consumo) A (bagnato) Si può vedere qua: Io sarei tentato di prendere quello con la tabella migliore 94W XL (anche se costano di più) ma su un A3 8P pre restayling my2008 1.9 tdi ha senso mettere un pneumatico con un indice di carico più alto ( ed anche XL ) o ai fini tecnico/pratici è inutile/controproducente ed è meglio orientarsi sul primo o terzo, ed in tal caso quale dei due ? 🤔
1;pneumatici;"Classifica argomento: Onestamente, invece penso che ne valga la pena infatti valuto solo pneumatici touring premium; i test del TCS che non sono di certo sponsorizzati, evidenziano come un pneumatico di prima fascia sia in rapporto al prezzo più performante (spazi di frenata di gran lunga inferiori), percorre più km (minor degrado della mescola), è meno rumoroso e ha un rotolamento (cioè un minor consumo di carburante) migliore.. insomma si ripaga nel tempo. Con un pneumatico di terza fascia spendi due volte. Speriamo che qualcuno risponda comunque alle nostre domande 😁😁😁"
6;capelli;"Classifica argomento: Può sembrare strano che un 15enne già chieda queste cose, ma sono molto affezionato ai miei capelli, quindi chiedo per tenermi pronto in caso tra qualche anno ce ne sia bisogno! Caro Dr. Gligli, chiedo a lei e a chiunque sappia risponderm a questi 3 quesiti: Su internet su trova di tutto e di più.. penso tutti sappiano che la salute dei capelli dipende da come si trattano, volevo quindi sapere quali sono i cibi che fanno bene ai capelli per prevenire o posticipare un'eventuale caduta. Avendo 15 anni vorrei quindi sapere come trattarli al meglio a partire dall'alimentazione, quindi cosa bisogna mangiare prevalentemente che fa bene ai capelli (frutta, verdura, vitamine... cosa?) ??? Altra domanda che può risultare strana: ma i capelli più soggetti a caduta sono quelli lisci, ricci, brizzolati oppure non dipende dalla tipologia ma semplicemente se devono cadere cadono e se non devono cadere non cadono? Sbaglio o anche lavarli la giusta quantità di volte é importante? non bisogna lavarli poco, ma neanche esagerare! io tendo a lavarli 2... max 3 volte a settimana. Va bene? Chiedo solo risposta a queste 3 domande, dopo di che giuro di non farmi più pippe mentali  , ho 15 anni e voglio pensare a queste cose in futuro, ovviamente sempre se ce ne sarà bisogno. Se non ce ne sarà bisogno tanto meglio!  Però vi chiedo gentilmente di rispondere a queste tre domande, mi piacerebbe sapere come ""trattare bene"" i miei capelli per prevenire o posticipare (semmai ci sarà) un'eventuale caduta! Grazie in anticipo!"
6;acqua;Classifica argomento: C'è qualcosa che non quadra... la ricetta originale prevede già la preparazione x 50 grammi di prodotto totale e in più specifica, piuttosto chiaramente, la % a 100. Tu Pink hai fatto un pò un mix di dosaggi a 50 e a 100... dovresti correggere la formula (secondo il mio modesto parere) Lavender Gel Facial Cleanser 5g | 10% vegetable glycerine 1.25g | 2.5% carrageenan (USA / Canada) 0.5g | 1% Caprylyl/Capryl Glucoside (USA / Canada) 1g | 2% Cocamidopropyl Betaine (Amphosol CG) (USA / Canada) 7.5g | 15% lavender hydrosol 34.5g | 69% distilled water 0.25g | 0.5% liquid germall plus (USA / Canada)
9;musica;Classifica argomento: Idem. Sarà la quinta volta che li vedo dal vivo  L'ultima però era stata nel 2012, avevo perso un po' di interesse, ma dato che vengono a due passi da casa mia per l'anniversario di quel disco della madonna non posso perdermeli
1;lampade;Classifica argomento: Stupende sono sicuramente led piatti... la luce mi sembra uniforme.... con questo sistema si risparmia tantissimo lavoro ottimo. Con questo prezzo non conviene farsele in casa,ma sono comunque curioso di capire che tipo di led Monti 😁😉
2;ruote;Classifica argomento: ho montato sul ciao PX Teen un cerchio in lega a tre razze da 16'' (quello del ciao mix, per intenderci) ma siccome aveva il ceppo del Si, gli ho trapiantato quello di un ciao, che ha la sede per l'innesto del leveraggio compatibile con il molleggio del ciao. Ora mi trovo ad avere la ruota perfettamente centrata ma mentre il bullone di fissaggio di destra, una volta serrato sporge di uno- due mm, quello di sinistra sporge di un buon cm. Può essere che il perno sia quello del Si, che forse è troppo lungo per il Ciao, o è semplicemente da ricentrare (in questo caso comunque la filettatura sporgerebbe almeno di mezzo cm per parte)
3;acqua;Classifica argomento: In altri non serve a niente, penso che solo il cavedano, si allarma per un simile che sfreccia di fianco, tutti gli altri pesci, barbo compreso, non gli frega granchè..... addirittura è proprio il barbo che sembra il meno resistente al mantenimento in nassa, quindi per me, solo con tutte queste caratteristiche: acqua limpida, fiume con poca portata d'acqua, a caccia di cavedani, uso la nassa .....per  il resto, la lascio a casa...
3;animali;Classifica argomento: Questo in foto è il mio gatto, si chiama Galantomo (le origini del nome meritano un racconto a parte) oltre a mangiare sempre è un grande cacciatore.... una volta catturato ed uccisa la preda me la deposita sempre sul tappeto della porta, a mò di trofeo.... esiste la stagione delle lucertole, quella dei poveri uccellini e quella dei topi, su quest'ultimi, mi sta pure bene, in quanto avendo una bella scorta di legna da ardere (dove si annidano volentieri) questi hanno vita dura con il gatto nei paraggi...... Questa mattina mi è preso un colpo quando ho aperto la porta del terrazzo ...............da notare la proporzione con il secchio dell'umido.........non ne avevo mai visti di così grandi........ ....bravo Galantomo!!
0;bevande;Classifica argomento: Farò bere prima ad altri per assicurarmi non sia avvelenato
10;iphone;"Classifica argomento: iOS 9.2 è stato rilasciato ed ha risolto vari problemi e bug inerenti principalmente alla performance dei dispositivi più vecchi o con risoluzione maggiore (e.g iPhone 6 Plus). Quest'aggiornamento, tuttavia, non porta buone notizie per coloro che eseguono la procedura del Jailbreak, dato che apple ha risolto delle falle di sicurezza utilizzate dall'exploit per iOS 9.0.2 firmato Pangu (in specifico: dyld, che consentiva l'accesso al file system con permessi ROOT e un malfunzionamento dell'app Foto che consentiva di utilizzare la funzione Backup per aree ristrette del file system). Dati questi bugfix,  ed è consigliabile non aggiornare o, per chi ha già aggiornato,  . Detto questo, passiamo al tutorial per eseguire il downgrade (sia per Windows che per Mac OS, le differenze sono minime):  Scaricate il file .ipsw della versione 9.1 di iOS dai server di Apple o da   Spegnete il proprio iDevice, poi aprite nel vostro computer l'app di iTunes.  Collegate al computer il cavo USB, quindi tenete premuto il tasto Home del vostro dispositivo e contemporaneamente inserite il cavo.  Inserito il cavo, continuate a tenere premuto il tasto home finchè non si avvierà la modalità DFU (Device Firmware Upgrade), con una schermata simile:  Su iTunes, cliccate su ""Annulla"" al popup che richiede l'aggiornamento e, nel tab del vostro iDevice, cliccate su ""Ripristina iPhone/iPad/iPod"" tenendo premuto SHIFT (su Windows) o ALT (su Mac) sulla vostra tastiera:  Si aprirà una finestra di selezione, dove selezionerete il file .ipsw precedentemente scaricato:  Selezionato il file, partirà la procedura di inizializzazione e di installazione del software. Se non vi sarà alcun errore durante la procedura di estrazione e installazione, avrete effettuato il downgrade a iOS 9.1 con successo."
6;acqua;Classifica argomento: Ciao Piergiorgio, oggi ho distillato l'alloro... ho utilizzato 1,5 Kg. di alloro fresco + 5 litri d'acqua. Ho ottenuto 2 ml di OE + 3 litri di idrolato, il tutto dopo 210 minuti. Piergiorgio io ho realizzato questo alambicco prendeno idee anche dalla tua realizzazione, ho utilizzato una pentola a pressione da 12 litri ho aggiunto un termometro un tubo in inox che trasporta il vapore al condensatore che ha all'interno una serpentina in inox, il condensatore era un piccolo boiller in inox che poi ho modificato per farci entrare la serpentina, qualche saldatura e via. Poi ho realizzato un raccordo per collegare il tubo dell'acqua per il raffreddamento del condensatore al rubinetto del lavandino. Ho preso spunto dal tuo ottimo separatore per l'olio e ne ho realizzato uno simile  , poi ho cercato delle reti sempre in inox, una dove appoggiano le erbe sopra il pelo dell'acqua e l'altra piu fine la posiziono in cima alle erbe per evitare che si tappi l'uscita del vapore dalla pentola e il foro della valvola di sicurezza. Tubo e serpentina hanno un diametro di 8mm. Mi sono divertito molto a realizzare l'alambicco, sono stato molto contento di averlo regalato a mia moglie ed ora ci divertiamo insieme a creare delle creme finalmente NATURALI 100% Posto qualche foto del mio alambicco in modo che se qualcuno volesse realizzarne uno potrà prendere spunto anche da questo.
2;ciclismo;"Classifica argomento: Bravi! Silvia e Massimo benvenuti tra noi anche sul forum: è stato bello pedalare insieme ai castelli sabato scorso  Allora aggiorno: 1. Luigi74 - pettorale 600 - 45 km 2. ZioMax - pettorale 599 - giro da 45 km - calzini gialli  3. Odle - pettorale 765 - 45 km calzini fucsia  4. Twin67 -pettorale 766 - 45 km - calzini turchesi !!!! 5. Ultra bici - pettorale 788 - 45 km 6. Francesco ( by Ultra bici ) - pettorale 790 - 45 km 7. Danielabicir - pettorale 783 - 45 km 8. Biro biro - pettorale 786 - 45 km 9. ClotiOrny - pettorale 799 - 45 km 10. Silvia - pettorale 1160 - 45 km 11. Massimo - pettorale 1159 - 45 km 12.................................................. La cicloturistica prevede due percorsi: 45 KM – 1.000 m di dislivello; 36 KM – 700 m di dislivello; specificate TUTTI il colore dei calzini che indosserete....  già siamo un fantastico gruppo !!! evvivaaaa"
5;bevande;"Classifica argomento: Bene! Il bicchierino però dovrebbe avere una doppia filettatura, con la parte ""femmina"" avvitata alla spoletta..."
3;acqua;Classifica argomento: pescavi a mare calmo o mosso? chiedo scusa non avevo letto il post precedente...... x il tipo di piombo quoto quello che ti a gia consigliato il tora.... in quella zona della diga a parte nei momenti di stallo tra le due maree o nel periodo detto: morte delle acque ) devi considerare che ci sono sempre forti correnti..... quindi io non trovo che un trave a tre braccioli sia molto idoneo x quella situazione..... io passerei ad un solo bracciolo a pochi centrimetri dal piombo di lunghezza variabile dai 70 cm a fino 1.50 cm ed oltre..... e per quel posto il 0.16 lo lascierei a casa......
0;animali;Classifica argomento: Il leone vince molto facilmente. Ha tutti i vantaggi: è più grosso (la media di peso per un leone è oltre i 200 kg contro i 160 del gorilla), ha un morso molto più potente, ha artigli affilati come rasoi, è più agile, più veloce ed ebbene sì è anche più forte. Non fatevi ingannare, un leone può scaraventare a terra creature che sfiorano la tonnellata di peso: certo non puoi mettere un leone a sollevare il bilanciere, il gorilla ha arti più flessibili ma se parliamo di potenza pura non c'è paragone. Un match-up molto più equilibrato sarebbe giaguaro pantanal vs gorilla, il cugino culturista del leopardo.
4;acqua;Classifica argomento: Ciao a tutti , mi sono iscritto a questo forum consapevole degli esperti presenti che potrebbero darmi qualche consiglio , inizio subito: nel mio laghetto risiedono svariate specie di pinnuti: Carpe, amur, pesci gatto nostrani, americani, carassi, persici sole, carassi rossi insomma un pò di tutto, compreso anche qualche piccolo luccio perca, il laghetto non è enorme sara' all'incirca 35/40 m quadrati per una profondità di 2m. è un laghetto molto naturale con piante acquatiche , cannette, tronchi morti, non ho mai visto nessun segno di sofferenza nei pesci , sia come livrea che altro. però l'altro giorno un contadino mio amico mi ha portato un secchio di carassi che sarebbero andati verso morte certa in un fosso in secca vicino a casa sua , e mi ha chiesto se poteva mollarli dentro... io senza pensarci ho risposto che non c'erano problemi... l'altro giorno mi trovavo sulla sua verde sponda quanto il mio amico è tornato con un altro secchio pieno di carassi e mentre stava per mollarli ho notato che molti (non tutti) presentavano delle escoriazioni sul corpo, come delle fistole ma più profonde e arrossate.... inoltre le pinne erano contornate di rosso... li per li, senza riflettere ho fatto vuotare il secchio dentro al lago... ma poi ho pensato... e se fosse un fungo o un batterio contagioso?  cosa posso fare per evitare un epidemia? se avete bisogno di foto più dettagliate per capire di cosa si tratta me le procuro.... grazie in anticipo
4;animali;Classifica argomento: Ciao a tutti, vorrei avere qualche consiglio da voi esperti su un eventuale differenza comportamentale/caratteriale fra una calopsite maschio e una femmina, ho letto da qualche parte che sono diversi ... ormai ho comprato quasi tutto e credo che entro 2-3 settimane al massimo andrò alla ricerca di una calopsite allevata a mano che vorrei addestrare un pochino, ho visto molte variazioni nelle mutazioni e mi piacciono molto queste vi metto la foto mi dite che mutazioni sono per cortesia ? prntscr.com/8kpvi9 se non erro ci sono delle differenze nel colore della coda delle ali e del ciuffo, personalmente preferirei scegliere per carattere oltre che per colorazione spero di riuscire a trovare un buon allevamento o negozio abbastanza fornito in zona Milano o città vicine dove poter andare a vedere magari prima che inizi il freddo  chiedo anche a voi visto che siete esperti se per caso ne conoscete qualcuno ve ne sarei molto grato! p.s. scusate ma non riesco a caricare le foto dagli allegati la foto la trovate qui prntscr.com/8kpvi9 per vederla fate copia e incolla nella barradegli indirizzi e cliccate invio
4;animali;Classifica argomento: Salve ragazzi, il post è per una mia amica. Ha portato a farè un controllo delle feci della sua lutina perché non sta molto bene. Gli è stata diagnosticaTa la Gardia ma il veterinario non ha voluto darle nessuna cura in quanto non è specializzato in aviari. Qui non ci sono veterinari aviari, tutti su Roma e uno o due su Frosinone. Che darle????
4;animali;Classifica argomento: Sto allevando due pulli, uno ha 37 giorni l'altro 33. adesso prendono 3 imbeccate al giorno 8-15-23 solo che mangiano solo mezza siringa o raramente una intera e sinceramente mi sembra troppo poco, ho paura non si nutrano a sufficienza ma ad un certo punto non la vogliono più e serrano il becco. E' normale?? Comunque gia spizzicano semini e spiga.
4;animali;Classifica argomento: Salve a tutti. Dunque ho due pulli in fase di imbecco. Vorrei sapere tutto cio che c'è da sapere sulla svezzamento. Quando inizia, come procedere, le modalità e dove tenete i vostri piccoli....insomma più info mi date meglio vado!! Grazie infinite!
4;animali;Classifica argomento: Il nido si trovava sopra l'altra gabbia. Si sto vicino la campagna ma i gatti non hanno modo di entrare le finestre hanno tutte le zanzariere e sono intatte. A questo punto l'unica cosa che mi viene in mente che possa essere successa è che mio marito è rientrato prima di me dal lavoro, probabilmente nell'entrare e uscire da casa per andare ad abbeverare le piante ha lasciato 30 secondi la porta aperta. Forse il pullo si trovava da qualche parte all'ingresso per terra ma lui non lo ha visto e qualche gatto ne ha approfittato. Questa può essere l'unica motivazione plausibile alla mancanza del pullo in casa. Solo che ho cercato tracce anche fuori casa, qualche piuma o qualcos'altro ma niente neanche l'ombra. Bellissima la tua idea. Speriamo sia in casa e che magari sia cosi ben nascosto da non poterlo scovare e magari esca da solo.
4;animali;Classifica argomento: Non aveva ancora fatto il suo primo volo, a parte i pappi in casa non ho altri animali. Il nido apparentemente sembrava nella posizione in cui l'avevo lasciato. Stamattina col silenzio ho ascoltato e girato tutte le stanze ma niente, nessun rumore.
6;capelli;Classifica argomento: Beauty Medical ricerca - 1 modello per la tricopigmentazione GRATUITA il 27 E 28 MARZO effetto rasato. Il modello verrà trattato da un chirurgo specializzato nel trapianto di capelli. Le successive due verranno eseguite da Milena Lardì. La data sarà concordata direttamente durante la seconda seduta. Il Trattamento risulta essere completamente GRATIS per tutte e 4 le sedute (anche quelle eseguite da Milena Lardì). Viene richiesto il pagamento di €50,00 anticipato tramite bonifico bancario per i prodotti post tricopigmentazione (shampoo + siero specifici) che utilizzerete sotto consiglio del tecnico. La sede è quella di Milano.
